Seasons	Time	Price
February	263	0.05593
February	264	0.05593
February	265	0.05395
February	266	0.05395
February	267	0.05172
February	268	0.05172
February	269	0.05172
February	270	0.05172
February	271	0.05353
February	272	0.05353
February	273	0.05497
February	274	0.05497
February	275	0.05392
February	276	0.05392
February	277	0.04895
February	278	0.04895
February	279	0.05398
February	280	0.05398
February	281	0.05498
February	282	0.05498
February	283	0.04642
February	284	0.04642
February	285	0.03509
February	286	0.03509
February	287	0.03408
February	288	0.03408
February	289	0.03909
February	290	0.03909
February	291	0.03502
February	292	0.03502
February	293	0.03008
February	294	0.03008
February	295	0.01338
February	296	0.01338
February	297	0.01111
February	298	0.01111
February	299	0.01528
February	300	0.01528
February	301	0.02601
February	302	0.02601
February	303	0.01191
February	304	0.01191
February	305	0.02129
February	306	0.02129
February	307	0.03338
February	308	0.03338
February	309	0.03709
February	310	0.03709
February	311	0.039
February	312	0.039
February	313	0.03314
February	314	0.03314
February	315	0.0343
February	316	0.0343
February	317	0.03159
February	318	0.03159
February	319	0.02844
February	320	0.02844
February	321	0.03307
February	322	0.03307
February	323	0.03974
February	324	0.03974
February	325	0.04924
February	326	0.04924
February	327	0.04948
February	328	0.04948
February	329	0.0431
February	330	0.0431
February	331	0.02984
February	332	0.02984
February	333	0.03437
February	334	0.03437
February	335	0.03112
February	336	0.03112
March	1	0.02806
March	2	0.02806
March	3	0.01215
March	4	0.01215
March	5	-0.00393
March	6	-0.00393
March	7	-0.0047
March	8	-0.0047
March	9	-0.00023
March	10	-0.00023
March	11	0.0278
March	12	0.0278
March	13	0.03312
March	14	0.03312
March	15	0.03815
March	16	0.03815
March	17	0.03466
March	18	0.03466
March	19	0.02905
March	20	0.02905
March	21	0.02173
March	22	0.02173
March	23	0.00877
March	24	0.00877
March	25	0.02902
March	26	0.02902
March	27	0.00795
March	28	0.00795
March	29	0.01896
March	30	0.01896
March	31	0.01676
March	32	0.01676
March	33	0.01891
March	34	0.01891
March	35	0.02932
March	36	0.02932
March	37	0.04258
March	38	0.04258
March	39	0.04312
March	40	0.04312
March	41	0.02902
March	42	0.02902
March	43	0.02295
March	44	0.02295
March	45	0.01403
March	46	0.01403
March	47	0.00254
March	48	0.00254
March	49	0.03101
March	50	0.03101
March	51	0.02355
March	52	0.02355
March	53	0.02296
March	54	0.02296
March	55	0.01215
March	56	0.01215
March	57	0.00092
March	58	0.00092
March	59	0.03995
March	60	0.03995
March	61	0.04095
March	62	0.04095
March	63	0.04443
March	64	0.04443
March	65	0.04372
March	66	0.04372
March	67	0.04102
March	68	0.04102
March	69	0.04397
March	70	0.04397
March	71	0.04242
March	72	0.04242
March	73	0.04198
March	74	0.04198
March	75	0.04095
March	76	0.04095
March	77	0.03828
March	78	0.03828
March	79	0.04409
March	80	0.04409
March	81	0.04639
March	82	0.04639
March	83	0.04927
March	84	0.04927
March	85	0.05501
March	86	0.05501
March	87	0.05523
March	88	0.05523
March	89	0.0511
March	90	0.0511
March	91	0.04809
March	92	0.04809
March	93	0.04609
March	94	0.04609
March	95	0.04154
March	96	0.04154
March	97	0.03608
March	98	0.03608
March	99	0.03273
March	100	0.03273
March	101	0.03301
March	102	0.03301
March	103	0.0322
March	104	0.0322
March	105	0.0307
March	106	0.0307
March	107	0.03311
March	108	0.03311
March	109	0.04381
March	110	0.04381
March	111	0.04746
March	112	0.04746
March	113	0.04761
March	114	0.04761
March	115	0.04197
March	116	0.04197
March	117	0.03694
March	118	0.03694
March	119	0.03338
March	120	0.03338
March	121	0.03008
March	122	0.03008
March	123	0.02996
March	124	0.02996
March	125	0.03002
March	126	0.03002
March	127	0.03004
March	128	0.03004
March	129	0.03
March	130	0.03
March	131	0.03689
March	132	0.03689
March	133	0.04399
March	134	0.04399
March	135	0.04488
March	136	0.04488
March	137	0.04145
March	138	0.04145
March	139	0.03038
March	140	0.03038
March	141	0.03005
March	142	0.03005
March	143	0.02805
March	144	0.02805
March	145	0.02559
March	146	0.02559
March	147	0.02451
March	148	0.02451
March	149	0.02186
March	150	0.02186
March	151	0.01878
March	152	0.01878
March	153	0.02215
March	154	0.02215
March	155	0.02369
March	156	0.02369
March	157	0.03202
March	158	0.03202
March	159	0.04038
March	160	0.04038
March	161	0.04
March	162	0.04
March	163	0.03319
March	164	0.03319
March	165	0.0301
March	166	0.0301
March	167	0.02997
March	168	0.02997
March	169	0.02937
March	170	0.02937
March	171	0.02804
March	172	0.02804
March	173	0.02859
March	174	0.02859
March	175	0.02827
March	176	0.02827
March	177	0.02897
March	178	0.02897
March	179	0.03462
March	180	0.03462
March	181	0.04395
March	182	0.04395
March	183	0.04518
March	184	0.04518
March	185	0.04006
March	186	0.04006
March	187	0.02801
March	188	0.02801
March	189	0.02985
March	190	0.02985
March	191	0.00994
March	192	0.00994
March	193	0.03006
March	194	0.03006
March	195	0.02509
March	196	0.02509
March	197	0.00311
March	198	0.00311
March	199	0.01181
March	200	0.01181
March	201	0.02235
March	202	0.02235
March	203	0.02808
March	204	0.02808
March	205	0.03541
March	206	0.03541
March	207	0.03808
March	208	0.03808
March	209	0.03748
March	210	0.03748
March	211	0.03402
March	212	0.03402
March	213	0.0319
March	214	0.0319
March	215	0.03303
March	216	0.03303
March	217	0.03039
March	218	0.03039
March	219	0.0295
March	220	0.0295
March	221	0.03009
March	222	0.03009
March	223	0.03404
March	224	0.03404
March	225	0.03837
March	226	0.03837
March	227	0.04307
March	228	0.04307
March	229	0.04876
March	230	0.04876
March	231	0.05105
March	232	0.05105
March	233	0.04404
March	234	0.04404
March	235	0.04057
March	236	0.04057
March	237	0.03924
March	238	0.03924
March	239	0.03075
March	240	0.03075
March	241	0.02805
March	242	0.02805
March	243	0.01636
March	244	0.01636
March	245	0.01608
March	246	0.01608
March	247	0.01879
March	248	0.01879
March	249	0.01619
March	250	0.01619
March	251	0.02755
March	252	0.02755
March	253	0.02903
March	254	0.02903
March	255	0.0281
March	256	0.0281
March	257	0.02898
March	258	0.02898
March	259	0.03998
March	260	0.03998
March	261	0.041
March	262	0.041
March	263	0.04198
March	264	0.04198
March	265	0.03991
March	266	0.03991
March	267	0.03998
March	268	0.03998
March	269	0.03796
March	270	0.03796
March	271	0.02806
March	272	0.02806
March	273	0.02803
March	274	0.02803
March	275	0.02503
March	276	0.02503
March	277	0.02506
March	278	0.02506
March	279	0.0261
March	280	0.0261
March	281	0.02509
March	282	0.02509
March	283	0.02304
March	284	0.02304
March	285	0.02504
March	286	0.02504
March	287	0.0231
March	288	0.0231
March	289	-0.01079
March	290	-0.01079
March	291	-0.00583
March	292	-0.00583
March	293	-0.00029
March	294	-0.00029
March	295	-0.00068
March	296	-0.00068
March	297	-0.00117
March	298	-0.00117
March	299	0.0003
March	300	0.0003
March	301	0.00558
March	302	0.00558
March	303	0.01932
March	304	0.01932
March	305	0.02624
March	306	0.02624
March	307	0.02897
March	308	0.02897
March	309	0.02712
March	310	0.02712
March	311	0.03246
March	312	0.03246
March	313	0.03101
March	314	0.03101
March	315	0.02785
March	316	0.02785
March	317	0.02306
March	318	0.02306
March	319	0.0232
March	320	0.0232
March	321	0.02379
March	322	0.02379
March	323	0.0292
March	324	0.0292
March	325	0.03101
March	326	0.03101
March	327	0.04092
March	328	0.04092
March	329	0.03001
March	330	0.03001
March	331	0.02509
March	332	0.02509
March	333	0.02696
March	334	0.02696
March	335	0.02319
March	336	0.02319
April	1	0.02996
April	2	0.02996
April	3	0.03107
April	4	0.03107
April	5	0.03108
April	6	0.03108
April	7	0.03109
April	8	0.03109
April	9	0.03722
April	10	0.03722
April	11	0.04708
April	12	0.04708
April	13	0.05695
April	14	0.05695
April	15	0.05356
April	16	0.05356
April	17	0.04595
April	18	0.04595
April	19	0.0422
April	20	0.0422
April	21	0.03911
April	22	0.03911
April	23	0.0343
April	24	0.0343
April	25	0.03229
April	26	0.03229
April	27	0.0311
April	28	0.0311
April	29	0.03155
April	30	0.03155
April	31	0.0318
April	32	0.0318
April	33	0.03574
April	34	0.03574
April	35	0.04306
April	36	0.04306
April	37	0.0451
April	38	0.0451
April	39	0.04506
April	40	0.04506
April	41	0.03941
April	42	0.03941
April	43	0.0358
April	44	0.0358
April	45	0.03102
April	46	0.03102
April	47	0.02943
April	48	0.02943
April	49	0.02734
April	50	0.02734
April	51	0.02593
April	52	0.02593
April	53	0.02516
April	54	0.02516
April	55	0.02759
April	56	0.02759
April	57	0.03104
April	58	0.03104
April	59	0.04029
April	60	0.04029
April	61	0.04378
April	62	0.04378
April	63	0.04353
April	64	0.04353
April	65	0.04097
April	66	0.04097
April	67	0.03798
April	68	0.03798
April	69	0.03379
April	70	0.03379
April	71	0.03057
April	72	0.03057
April	73	0.03007
April	74	0.03007
April	75	0.02978
April	76	0.02978
April	77	0.02933
April	78	0.02933
April	79	0.03024
April	80	0.03024
April	81	0.03508
April	82	0.03508
April	83	0.04073
April	84	0.04073
April	85	0.04315
April	86	0.04315
April	87	0.04274
April	88	0.04274
April	89	0.0382
April	90	0.0382
April	91	0.03508
April	92	0.03508
April	93	0.0312
April	94	0.0312
April	95	0.0319
April	96	0.0319
April	97	0.0315
April	98	0.0315
April	99	0.03108
April	100	0.03108
April	101	0.03119
April	102	0.03119
April	103	0.03257
April	104	0.03257
April	105	0.035
April	106	0.035
April	107	0.04298
April	108	0.04298
April	109	0.04825
April	110	0.04825
April	111	0.05242
April	112	0.05242
April	113	0.05472
April	114	0.05472
April	115	0.04947
April	116	0.04947
April	117	0.04803
April	118	0.04803
April	119	0.04505
April	120	0.04505
April	121	0.04311
April	122	0.04311
April	123	0.04177
April	124	0.04177
April	125	0.04148
April	126	0.04148
April	127	0.04173
April	128	0.04173
April	129	0.04268
April	130	0.04268
April	131	0.04544
April	132	0.04544
April	133	0.05132
April	134	0.05132
April	135	0.05234
April	136	0.05234
April	137	0.04408
April	138	0.04408
April	139	0.04126
April	140	0.04126
April	141	0.0379
April	142	0.0379
April	143	0.03684
April	144	0.03684
April	145	0.03515
April	146	0.03515
April	147	0.033
April	148	0.033
April	149	0.03305
April	150	0.03305
April	151	0.03413
April	152	0.03413
April	153	0.03686
April	154	0.03686
April	155	0.04467
April	156	0.04467
April	157	0.05364
April	158	0.05364
April	159	0.05986
April	160	0.05986
April	161	0.04809
April	162	0.04809
April	163	0.048
April	164	0.048
April	165	0.04759
April	166	0.04759
April	167	0.0425
April	168	0.0425
April	169	0.04142
April	170	0.04142
April	171	0.03859
April	172	0.03859
April	173	0.0383
April	174	0.0383
April	175	0.0381
April	176	0.0381
April	177	0.04008
April	178	0.04008
April	179	0.04523
April	180	0.04523
April	181	0.0505
April	182	0.0505
April	183	0.04893
April	184	0.04893
April	185	0.04381
April	186	0.04381
April	187	0.03933
April	188	0.03933
April	189	0.03685
April	190	0.03685
April	191	0.03645
April	192	0.03645
April	193	0.03567
April	194	0.03567
April	195	0.03485
April	196	0.03485
April	197	0.03446
April	198	0.03446
April	199	0.03617
April	200	0.03617
April	201	0.03866
April	202	0.03866
April	203	0.04484
April	204	0.04484
April	205	0.05316
April	206	0.05316
April	207	0.05867
April	208	0.05867
April	209	0.05491
April	210	0.05491
April	211	0.04798
April	212	0.04798
April	213	0.04452
April	214	0.04452
April	215	0.04175
April	216	0.04175
April	217	0.04025
April	218	0.04025
April	219	0.03869
April	220	0.03869
April	221	0.03834
April	222	0.03834
April	223	0.03864
April	224	0.03864
April	225	0.04096
April	226	0.04096
April	227	0.04435
April	228	0.04435
April	229	0.04723
April	230	0.04723
April	231	0.04694
April	232	0.04694
April	233	0.04199
April	234	0.04199
April	235	0.04133
April	236	0.04133
April	237	0.04033
April	238	0.04033
April	239	0.04165
April	240	0.04165
April	241	0.03986
April	242	0.03986
April	243	0.03831
April	244	0.03831
April	245	0.0361
April	246	0.0361
April	247	0.03613
April	248	0.03613
April	249	0.03727
April	250	0.03727
April	251	0.0392
April	252	0.0392
April	253	0.04203
April	254	0.04203
April	255	0.04406
April	256	0.04406
April	257	0.04651
April	258	0.04651
April	259	0.04272
April	260	0.04272
April	261	0.04091
April	262	0.04091
April	263	0.03566
April	264	0.03566
April	265	0.03372
April	266	0.03372
April	267	0.03109
April	268	0.03109
April	269	0.03102
April	270	0.03102
April	271	0.03104
April	272	0.03104
April	273	0.03241
April	274	0.03241
April	275	0.04128
April	276	0.04128
April	277	0.04291
April	278	0.04291
April	279	0.042
April	280	0.042
April	281	0.0401
April	282	0.0401
April	283	0.03945
April	284	0.03945
April	285	0.03659
April	286	0.03659
April	287	0.03636
April	288	0.03636
April	289	0.03773
April	290	0.03773
April	291	0.03714
April	292	0.03714
April	293	0.0355
April	294	0.0355
April	295	0.03564
April	296	0.03564
April	297	0.03617
April	298	0.03617
April	299	0.03669
April	300	0.03669
April	301	0.03943
April	302	0.03943
April	303	0.04051
April	304	0.04051
April	305	0.04066
April	306	0.04066
April	307	0.03663
April	308	0.03663
April	309	0.03499
April	310	0.03499
April	311	0.03468
April	312	0.03468
April	313	0.0315
April	314	0.0315
April	315	0.02803
April	316	0.02803
April	317	0.02892
April	318	0.02892
April	319	0.0314
April	320	0.0314
April	321	0.03487
April	322	0.03487
April	323	0.0429
April	324	0.0429
April	325	0.04665
April	326	0.04665
April	327	0.04965
April	328	0.04965
April	329	0.04627
April	330	0.04627
April	331	0.04555
April	332	0.04555
April	333	0.04401
April	334	0.04401
April	335	0.03884
April	336	0.03884
May	1	0.03499
May	2	0.03499
May	3	0.03492
May	4	0.03492
May	5	0.03334
May	6	0.03334
May	7	0.03307
May	8	0.03307
May	9	0.03635
May	10	0.03635
May	11	0.04585
May	12	0.04585
May	13	0.05163
May	14	0.05163
May	15	0.04884
May	16	0.04884
May	17	0.04522
May	18	0.04522
May	19	0.04493
May	20	0.04493
May	21	0.04535
May	22	0.04535
May	23	0.0448
May	24	0.0448
May	25	0.04419
May	26	0.04419
May	27	0.04208
May	28	0.04208
May	29	0.04109
May	30	0.04109
May	31	0.04116
May	32	0.04116
May	33	0.04387
May	34	0.04387
May	35	0.04719
May	36	0.04719
May	37	0.0544
May	38	0.0544
May	39	0.05614
May	40	0.05614
May	41	0.05614
May	42	0.05614
May	43	0.055
May	44	0.055
May	45	0.04544
May	46	0.04544
May	47	0.04232
May	48	0.04232
May	49	0.04098
May	50	0.04098
May	51	0.0408
May	52	0.0408
May	53	0.04003
May	54	0.04003
May	55	0.04003
May	56	0.04003
May	57	0.04271
May	58	0.04271
May	59	0.05159
May	60	0.05159
May	61	0.06016
May	62	0.06016
May	63	0.0639
May	64	0.0639
May	65	0.05753
May	66	0.05753
May	67	0.05061
May	68	0.05061
May	69	0.05252
May	70	0.05252
May	71	0.04899
May	72	0.04899
May	73	0.04894
May	74	0.04894
May	75	0.048
May	76	0.048
May	77	0.04677
May	78	0.04677
May	79	0.0471
May	80	0.0471
May	81	0.04894
May	82	0.04894
May	83	0.0565
May	84	0.0565
May	85	0.06438
May	86	0.06438
May	87	0.06861
May	88	0.06861
May	89	0.055
May	90	0.055
May	91	0.05098
May	92	0.05098
May	93	0.045
May	94	0.045
May	95	0.04418
May	96	0.04418
May	97	0.03903
May	98	0.03903
May	99	0.03596
May	100	0.03596
May	101	0.03579
May	102	0.03579
May	103	0.03508
May	104	0.03508
May	105	0.03648
May	106	0.03648
May	107	0.04433
May	108	0.04433
May	109	0.04944
May	110	0.04944
May	111	0.04902
May	112	0.04902
May	113	0.0462
May	114	0.0462
May	115	0.04466
May	116	0.04466
May	117	0.0435
May	118	0.0435
May	119	0.04287
May	120	0.04287
May	121	0.03819
May	122	0.03819
May	123	0.03578
May	124	0.03578
May	125	0.0349
May	126	0.0349
May	127	0.03438
May	128	0.03438
May	129	0.03559
May	130	0.03559
May	131	0.03735
May	132	0.03735
May	133	0.03919
May	134	0.03919
May	135	0.03961
May	136	0.03961
May	137	0.03801
May	138	0.03801
May	139	0.03566
May	140	0.03566
May	141	0.03284
May	142	0.03284
May	143	0.03392
May	144	0.03392
May	145	0.03201
May	146	0.03201
May	147	0.03026
May	148	0.03026
May	149	0.03069
May	150	0.03069
May	151	0.0331
May	152	0.0331
May	153	0.03707
May	154	0.03707
May	155	0.04599
May	156	0.04599
May	157	0.04992
May	158	0.04992
May	159	0.05466
May	160	0.05466
May	161	0.05219
May	162	0.05219
May	163	0.04995
May	164	0.04995
May	165	0.04993
May	166	0.04993
May	167	0.04905
May	168	0.04905
May	169	0.04776
May	170	0.04776
May	171	0.04576
May	172	0.04576
May	173	0.04533
May	174	0.04533
May	175	0.04554
May	176	0.04554
May	177	0.04971
May	178	0.04971
May	179	0.04998
May	180	0.04998
May	181	0.05505
May	182	0.05505
May	183	0.05524
May	184	0.05524
May	185	0.0499
May	186	0.0499
May	187	0.04907
May	188	0.04907
May	189	0.044
May	190	0.044
May	191	0.0401
May	192	0.0401
May	193	0.03883
May	194	0.03883
May	195	0.03754
May	196	0.03754
May	197	0.03725
May	198	0.03725
May	199	0.03717
May	200	0.03717
May	201	0.03902
May	202	0.03902
May	203	0.04763
May	204	0.04763
May	205	0.05458
May	206	0.05458
May	207	0.05617
May	208	0.05617
May	209	0.05307
May	210	0.05307
May	211	0.04998
May	212	0.04998
